学校名称/学部/学科,报考频度,国立・公立,地区归属,是否更新到最新,是否已下载pdf,募集要项链接（募集要项一览界面的链接）,具体学部PDF,是否招收留学生,EJU必要科目,是否需要英语成绩,英语成绩类型,是否必须JLPT成绩,是否有校内考,募集要项发放月份（多期多选）,出愿开始日期,2期出愿开始日期,出愿结束日期,2期出愿结束日期,出愿材料邮寄要求,第一次选考/书类选考,第二次选考/校内考/面试 内容,校内考日期/时间,面试日期/时间,2期面试日期/时间,合格通知日期,2期合格通知日期,入学手续开始时间,2期入学手续开始时间,入学手续截止时间,2期入学手续截止时间,是否必须住民票,是否必须推荐信,有日本初高中经验是否可以申报（有条件需具体填写）,填写人,归属大学,更新时间,审核人,最近修改,测试
学習院大学文学部哲学科,,,,1,1,https://www.univ.gakushuin.ac.jp/admissions/faculty-exam/international-student/,https://www.univ.gakushuin.ac.jp/admissions/foreigner_guide2026.pdf,是,日语,否,,否,面试,,2025/08/18,,2025/08/20,,,,最終選考（面接等）,2025/10/04,,,2025/10/10,,2024/10/11,,2025/10/23,,否,否,,新领域_学部教务,学習院大学,2025/09/19 20:24,,新领域_学部教务,false
学習院大学文学部史学科,,,,1,1,https://www.univ.gakushuin.ac.jp/admissions/faculty-exam/international-student/,https://www.univ.gakushuin.ac.jp/admissions/foreigner_guide2026.pdf,是,日语,否,,否,面试,,2025/08/18,,2025/08/20,,,,最終選考（面接等）,2025/10/04,,,2025/10/10,,2024/10/11,,2025/10/23,,否,否,,新领域_学部教务,学習院大学,2025/09/19 20:24,,新领域_学部教务,false
学習院大学文学部日本語日本文学科,,,,1,1,https://www.univ.gakushuin.ac.jp/admissions/faculty-exam/international-student/,https://www.univ.gakushuin.ac.jp/admissions/foreigner_guide2026.pdf,是,日语,否,,否,面试,,2025/08/18,,2025/08/20,,,,最終選考（面接等）,2025/10/04,,,2025/10/10,,2024/10/11,,2025/10/23,,否,否,,新领域_学部教务,学習院大学,2025/09/19 20:24,,新领域_学部教务,false
同志社大学文化情報学部,,,,1,1,https://intad.doshisha.ac.jp/intad/japanese_program/guide_entrance_exam.html,https://intad.doshisha.ac.jp/files/ois/page/2026_youkou.pdf,是,"日语, 数学コース1，数学コース2，理科任意一科目",是,"TOEFL iBT, TOEIC L&R, IELTs",否,面试,,2025/08/19,2025/10/31,2025/08/29,2025/11/11,簡易書留・速達・必着,无第一次选考,线下口头试问,2025/10/11,2025/10/11,2026/01/10,2025/10/24,2026/01/23,2025/10/24,2026/01/23,2025/11/10,2026/02/05,否,否,不可,新领域_学部教务,同志社大学,2025/09/19 20:24,,新领域_学部教务,false
同志社大学文化情報学部文化情報学科,,,,1,1,https://intad.doshisha.ac.jp/intad/japanese_program/guide_entrance_exam.html,https://intad.doshisha.ac.jp/files/ois/page/2026_youkou.pdf,是,"日语, 数学コース1，数学コース2，理科任意一科目",是,"TOEFL iBT, TOEIC L&R, IELTs",否,无,,2025/08/19,2025/10/31,2025/08/29,2025/11/11,,,无,,,,2025/10/24,2026/01/23,2025/10/24,2026/01/23,2025/11/10,2026/02/05,否,否,不可,新领域_学部教务,同志社大学,2025/09/19 20:24,,新领域_学部教务,false
同志社大学理工学部,,,,1,1,https://intad.doshisha.ac.jp/intad/japanese_program/guide_entrance_exam.html,https://intad.doshisha.ac.jp/files/ois/page/2026_youkou.pdf,是,,是,"TOEFL iBT, TOEIC L&R, IELTs",否,无,,2025/08/19,2025/10/31,2025/08/29,2025/11/11,簡易書留・速達・必着,书类选考,无,无,,,2025/10/24,2026/01/23,2025/10/24,2026/01/23,2025/11/10,2026/02/05,否,否,不可,新领域_学部教务,同志社大学,2025/09/19 20:24,,新领域_学部教务,false
同志社大学理工学部インテリジェント情報工学科,,,,1,1,https://intad.doshisha.ac.jp/intad/japanese_program/guide_entrance_exam.html,https://intad.doshisha.ac.jp/files/ois/page/2026_youkou.pdf,是,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R, IELTs",否,无,,2025/08/19,2025/10/31,2025/08/29,2025/11/11,簡易書留・速達・必着,书类选考,无,无,,,2025/10/24,2026/01/23,2025/10/24,2026/01/23,2025/11/10,2026/02/05,否,否,不可,新领域_学部教务,同志社大学,2025/09/19 20:24,,新领域_学部教务,false
同志社大学理工学部情報システムデザイン学科,,,,1,1,https://intad.doshisha.ac.jp/intad/japanese_program/guide_entrance_exam.html,https://intad.doshisha.ac.jp/files/ois/page/2026_youkou.pdf,是,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R, IELTs",否,无,,2025/08/19,2025/10/31,2025/08/29,2025/11/11,簡易書留・速達・必着,书类选考,无,无,,,2025/10/24,2026/01/23,2025/10/24,2026/01/23,2025/11/10,2026/02/05,否,否,不可,新领域_学部教务,同志社大学,2025/09/19 20:24,,新领域_学部教务,false
同志社大学理工学部電気工学科,,,,1,1,https://intad.doshisha.ac.jp/intad/japanese_program/guide_entrance_exam.html,https://intad.doshisha.ac.jp/files/ois/page/2026_youkou.pdf,是,"日语, 数学コース２, 物理, 化学",是,"TOEFL iBT, TOEIC L&R, IELTs",否,无,,2025/08/19,2025/10/31,2025/08/29,2025/11/11,簡易書留・速達・必着,书类选考,无,无,,,2025/10/24,2026/01/23,2025/10/24,2026/01/23,2025/11/10,2026/02/05,否,否,不可,新领域_学部教务,同志社大学,2025/09/19 20:24,,新领域_学部教务,false
同志社大学理工学部電子工学科,,,,1,1,https://intad.doshisha.ac.jp/intad/japanese_program/guide_entrance_exam.html,https://intad.doshisha.ac.jp/files/ois/page/2026_youkou.pdf,是,"日语, 数学コース２, 物理, 化学",是,"TOEFL iBT, TOEIC L&R, IELTs",否,无,,2025/08/19,2025/10/31,2025/08/29,2025/11/11,簡易書留・速達・必着,书类选考,无,无,,,2025/10/24,2026/01/23,2025/10/24,2026/01/23,2025/11/10,2026/02/05,否,否,不可,新领域_学部教务,同志社大学,2025/09/19 20:24,,新领域_学部教务,false
同志社大学理工学部機械システム工学科,,,,1,1,https://intad.doshisha.ac.jp/intad/japanese_program/guide_entrance_exam.html,https://intad.doshisha.ac.jp/files/ois/page/2026_youkou.pdf,是,"日语, 数学コース２, 物理, 化学",是,"TOEFL iBT, TOEIC L&R, IELTs",否,无,,2025/08/19,2025/10/31,2025/08/29,2025/11/11,簡易書留・速達・必着,书类选考,无,无,,,2025/10/24,2026/01/23,2025/10/24,2026/01/23,2025/11/10,2026/02/05,否,否,不可,新领域_学部教务,同志社大学,2025/09/19 20:24,,新领域_学部教务,false
同志社大学理工学部機械理工学科,,,,1,1,https://intad.doshisha.ac.jp/intad/japanese_program/guide_entrance_exam.html,https://intad.doshisha.ac.jp/files/ois/page/2026_youkou.pdf,是,"日语, 数学コース２, 物理, 化学",是,"TOEFL iBT, TOEIC L&R, IELTs",否,无,,2025/08/19,2025/10/31,2025/08/29,2025/11/11,簡易書留・速達・必着,书类选考,无,无,,,2025/10/24,2026/01/23,2025/10/24,2026/01/23,2025/11/10,2026/02/05,否,否,不可,新领域_学部教务,同志社大学,2025/09/19 20:24,,新领域_学部教务,false
同志社大学理工学部機能・生命化学科,,,,1,1,https://intad.doshisha.ac.jp/intad/japanese_program/guide_entrance_exam.html,https://intad.doshisha.ac.jp/files/ois/page/2026_youkou.pdf,是,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R, IELTs",否,无,,2025/08/19,2025/10/31,2025/08/29,2025/11/11,簡易書留・速達・必着,书类选考,无,无,,,2025/10/24,2026/01/23,2025/10/24,2026/01/23,2025/11/10,2026/02/05,否,否,不可,新领域_学部教务,同志社大学,2025/09/19 20:24,,新领域_学部教务,false
同志社大学理工学部化学システム創成工学科,,,,1,1,https://intad.doshisha.ac.jp/intad/japanese_program/guide_entrance_exam.html,https://intad.doshisha.ac.jp/files/ois/page/2026_youkou.pdf,是,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R, IELTs",否,无,,2025/08/19,2025/10/31,2025/08/29,2025/11/11,簡易書留・速達・必着,书类选考,无,无,,,2025/10/24,2026/01/23,2025/10/24,2026/01/23,2025/11/10,2026/02/05,否,否,不可,新领域_学部教务,同志社大学,2025/09/19 20:24,,新领域_学部教务,false
同志社大学理工学部環境システム学科,,,,1,1,https://intad.doshisha.ac.jp/intad/japanese_program/guide_entrance_exam.html,https://intad.doshisha.ac.jp/files/ois/page/2026_youkou.pdf,是,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R, IELTs",否,无,,2025/08/19,2025/10/31,2025/08/29,2025/11/11,簡易書留・速達・必着,书类选考,无,无,,,2025/10/24,2026/01/23,2025/10/24,2026/01/23,2025/11/10,2026/02/05,否,否,不可,新领域_学部教务,同志社大学,2025/09/19 20:24,,新领域_学部教务,false
同志社大学理工学部数理システム学科,,,,1,1,https://intad.doshisha.ac.jp/intad/japanese_program/guide_entrance_exam.html,https://intad.doshisha.ac.jp/files/ois/page/2026_youkou.pdf,是,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R, IELTs",否,无,,2025/08/19,2025/10/31,2025/08/29,2025/11/11,簡易書留・速達・必着,书类选考,无,无,,,2025/10/24,2026/01/23,2025/10/24,2026/01/23,2025/11/10,2026/02/05,否,否,不可,新领域_学部教务,同志社大学,2025/09/19 20:24,,新领域_学部教务,false
同志社大学生命医科学部,,,,1,1,https://intad.doshisha.ac.jp/intad/japanese_program/guide_entrance_exam.html,https://intad.doshisha.ac.jp/files/ois/page/2026_youkou.pdf,是,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R, IELTs",否,无,,2025/08/19,2025/10/31,2025/08/29,2025/11/11,簡易書留・速達・必着,书类选考,无,无,,,2025/10/24,2026/01/23,2025/10/24,2026/01/23,2025/11/10,2026/02/05,否,否,不可,新领域_学部教务,同志社大学,2025/09/19 20:24,,新领域_学部教务,false
同志社大学生命医科学部医工学科,,,,1,1,https://intad.doshisha.ac.jp/intad/japanese_program/guide_entrance_exam.html,https://intad.doshisha.ac.jp/files/ois/page/2026_youkou.pdf,是,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R, IELTs",否,无,,2025/08/19,2025/10/31,2025/08/29,2025/11/11,簡易書留・速達・必着,书类选考,无,无,,,2025/10/24,2026/01/23,2025/10/24,2026/01/23,2025/11/10,2026/02/05,否,否,不可,新领域_学部教务,同志社大学,2025/09/19 20:24,,新领域_学部教务,false
同志社大学生命医科学部医情報学科,,,,1,1,https://intad.doshisha.ac.jp/intad/japanese_program/guide_entrance_exam.html,https://intad.doshisha.ac.jp/files/ois/page/2026_youkou.pdf,是,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R, IELTs",否,无,,2025/08/19,2025/10/31,2025/08/29,2025/11/11,簡易書留・速達・必着,书类选考,无,无,,,2025/10/24,2026/01/23,2025/10/24,2026/01/23,2025/11/10,2026/02/05,否,否,不可,新领域_学部教务,同志社大学,2025/09/19 20:24,,新领域_学部教务,false
同志社大学生命医科学部医生命システム学科,,,,1,1,https://intad.doshisha.ac.jp/intad/japanese_program/guide_entrance_exam.html,https://intad.doshisha.ac.jp/files/ois/page/2026_youkou.pdf,是,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R, IELTs",否,无,,2025/08/19,2025/10/31,2025/08/29,2025/11/11,簡易書留・速達・必着,书类选考,无,无,,,2025/10/24,2026/01/23,2025/10/24,2026/01/23,2025/11/10,2026/02/05,否,否,不可,新领域_学部教务,同志社大学,2025/09/19 20:24,,新领域_学部教务,false
同志社大学スポーツ健康科学部,,,,1,1,https://intad.doshisha.ac.jp/intad/japanese_program/guide_entrance_exam.html,https://intad.doshisha.ac.jp/files/ois/page/2026_youkou.pdf,是,"日语, 数学コース1，数学コース2，理科任意一科目",是,"TOEFL iBT, TOEIC L&R, IELTs",否,无,,2025/08/19,2025/10/31,2025/08/29,2025/11/11,簡易書留・速達・必着,书类选考,无,无,,,2025/10/24,2026/01/23,2025/10/24,2026/01/23,2025/11/10,2026/02/05,否,否,不可,新领域_学部教务,同志社大学,2025/09/19 20:24,,新领域_学部教务,false
同志社大学スポーツ健康科学部スポーツ健康科学科,,,,1,1,https://intad.doshisha.ac.jp/intad/japanese_program/guide_entrance_exam.html,https://intad.doshisha.ac.jp/files/ois/page/2026_youkou.pdf,是,"日语, 数学コース1，数学コース2，理科任意一科目",是,"TOEFL iBT, TOEIC L&R, IELTs",否,无,,2025/08/19,2025/10/31,2025/08/29,2025/11/11,,书类选考,无,无,,,2025/10/24,2026/01/23,2025/10/24,2026/01/23,2025/11/10,2026/02/05,否,否,不可,新领域_学部教务,同志社大学,2025/09/19 20:24,,新领域_学部教务,false
関西学院大学理学部,,,,1,1,https://ciec.kwansei.ac.jp/page/examination-department.html?_ga=2.166281534.1605252297.1649808092-338828537.1647739860&_gl=1*3aiowk*_gcl_au*NzE1MDg0Mzg3LjE3MTQ2NTA2MDI.*_ga*MTM3MDUyMTc0LjE3MTQ2NTA2MDI.*_ga_6RKBB1G5Y1*MTcxNDY1MDYwMi4xLjEuMTcxNDY1MDY4Ny40OC4wLjA.,https://ciec.kwansei.ac.jp/upload/f29e293c2f71e3d053978813892adb34c5f13215.pdf,是,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R, IELTs",否,无,,2025/08/22,2025/11/17,2025/08/29,2025/11/25,簡易書留・速達・必着,书类选考,无,,,,2025/11/14,2026/01/23,2025/11/14,2026/01/23,2025/11/28,2026/01/30,否,否,可以，有限制条件,新领域_学部教务,関西学院大学,2025/09/19 20:25,,新领域_学部教务,false
関西学院大学理学部数理科学科,,,,1,1,https://ciec.kwansei.ac.jp/page/examination-department.html?_ga=2.166281534.1605252297.1649808092-338828537.1647739860&_gl=1*3aiowk*_gcl_au*NzE1MDg0Mzg3LjE3MTQ2NTA2MDI.*_ga*MTM3MDUyMTc0LjE3MTQ2NTA2MDI.*_ga_6RKBB1G5Y1*MTcxNDY1MDYwMi4xLjEuMTcxNDY1MDY4Ny40OC4wLjA.,https://ciec.kwansei.ac.jp/upload/f29e293c2f71e3d053978813892adb34c5f13215.pdf,是,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R, IELTs",否,无,,2025/08/22,2025/11/17,2025/08/29,2025/11/25,,书类选考,无,,,,2025/11/14,2026/01/23,2025/11/14,2026/01/23,2025/11/28,2026/01/30,否,否,可以，有限制条件,新领域_学部教务,関西学院大学,2025/09/19 20:25,,新领域_学部教务,false
関西学院大学理学部物理・宇宙学科,,,,1,1,https://ciec.kwansei.ac.jp/page/examination-department.html?_ga=2.166281534.1605252297.1649808092-338828537.1647739860&_gl=1*3aiowk*_gcl_au*NzE1MDg0Mzg3LjE3MTQ2NTA2MDI.*_ga*MTM3MDUyMTc0LjE3MTQ2NTA2MDI.*_ga_6RKBB1G5Y1*MTcxNDY1MDYwMi4xLjEuMTcxNDY1MDY4Ny40OC4wLjA.,https://ciec.kwansei.ac.jp/upload/f29e293c2f71e3d053978813892adb34c5f13215.pdf,是,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R, IELTs",否,无,,2025/08/22,2025/11/17,2025/08/29,2025/11/25,,书类选考,无,,,,2025/11/14,2026/01/23,2025/11/14,2026/01/23,2025/11/28,2026/01/30,否,否,可以，有限制条件,新领域_学部教务,関西学院大学,2025/09/19 20:25,,新领域_学部教务,false
関西学院大学理学部化学科,,,,1,1,https://ciec.kwansei.ac.jp/page/examination-department.html?_ga=2.166281534.1605252297.1649808092-338828537.1647739860&_gl=1*3aiowk*_gcl_au*NzE1MDg0Mzg3LjE3MTQ2NTA2MDI.*_ga*MTM3MDUyMTc0LjE3MTQ2NTA2MDI.*_ga_6RKBB1G5Y1*MTcxNDY1MDYwMi4xLjEuMTcxNDY1MDY4Ny40OC4wLjA.,https://ciec.kwansei.ac.jp/upload/f29e293c2f71e3d053978813892adb34c5f13215.pdf,是,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R, IELTs",否,无,,2025/08/22,2025/11/17,2025/08/29,2025/11/25,,书类选考,无,,,,2025/11/14,2026/01/23,2025/11/14,2026/01/23,2025/11/28,2026/01/30,否,否,可以，有限制条件,新领域_学部教务,関西学院大学,2025/09/19 20:25,,新领域_学部教务,false
関西学院大学工学科,,,,1,1,https://ciec.kwansei.ac.jp/page/examination-department.html?_ga=2.166281534.1605252297.1649808092-338828537.1647739860&_gl=1*3aiowk*_gcl_au*NzE1MDg0Mzg3LjE3MTQ2NTA2MDI.*_ga*MTM3MDUyMTc0LjE3MTQ2NTA2MDI.*_ga_6RKBB1G5Y1*MTcxNDY1MDYwMi4xLjEuMTcxNDY1MDY4Ny40OC4wLjA.,https://ciec.kwansei.ac.jp/upload/f29e293c2f71e3d053978813892adb34c5f13215.pdf,是,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R, IELTs",否,无,,2025/08/22,2025/11/17,2025/08/29,2025/11/25,簡易書留・速達・必着,书类选考,无,,,,2025/11/14,2026/01/23,2025/11/14,2026/01/23,2025/11/28,2026/01/30,否,否,可以，有限制条件,新领域_学部教务,関西学院大学,2025/09/19 20:25,,新领域_学部教务,false
関西学院大学工学科物質工学課程,,,,1,1,https://ciec.kwansei.ac.jp/page/examination-department.html?_ga=2.166281534.1605252297.1649808092-338828537.1647739860&_gl=1*3aiowk*_gcl_au*NzE1MDg0Mzg3LjE3MTQ2NTA2MDI.*_ga*MTM3MDUyMTc0LjE3MTQ2NTA2MDI.*_ga_6RKBB1G5Y1*MTcxNDY1MDYwMi4xLjEuMTcxNDY1MDY4Ny40OC4wLjA.,https://ciec.kwansei.ac.jp/upload/f29e293c2f71e3d053978813892adb34c5f13215.pdf,是,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R, IELTs",否,无,,2025/08/22,2025/11/17,2025/08/29,2025/11/25,,书类选考,无,,,,2025/11/14,2026/01/23,2025/11/14,2026/01/23,2025/11/28,2026/01/30,否,否,可以，有限制条件,新领域_学部教务,関西学院大学,2025/09/19 20:25,,新领域_学部教务,false
関西学院大学工学科電気電子応用工学課程,,,,1,1,https://ciec.kwansei.ac.jp/page/examination-department.html?_ga=2.166281534.1605252297.1649808092-338828537.1647739860&_gl=1*3aiowk*_gcl_au*NzE1MDg0Mzg3LjE3MTQ2NTA2MDI.*_ga*MTM3MDUyMTc0LjE3MTQ2NTA2MDI.*_ga_6RKBB1G5Y1*MTcxNDY1MDYwMi4xLjEuMTcxNDY1MDY4Ny40OC4wLjA.,https://ciec.kwansei.ac.jp/upload/f29e293c2f71e3d053978813892adb34c5f13215.pdf,是,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R, IELTs",否,无,,2025/08/22,2025/11/17,2025/08/29,2025/11/25,,书类选考,无,,,,2025/11/14,2026/01/23,2025/11/14,2026/01/23,2025/11/28,2026/01/30,否,否,可以，有限制条件,新领域_学部教务,関西学院大学,2025/09/19 20:25,,新领域_学部教务,false
関西学院大学工学科情報工学課程,,,,1,1,https://ciec.kwansei.ac.jp/page/examination-department.html?_ga=2.166281534.1605252297.1649808092-338828537.1647739860&_gl=1*3aiowk*_gcl_au*NzE1MDg0Mzg3LjE3MTQ2NTA2MDI.*_ga*MTM3MDUyMTc0LjE3MTQ2NTA2MDI.*_ga_6RKBB1G5Y1*MTcxNDY1MDYwMi4xLjEuMTcxNDY1MDY4Ny40OC4wLjA.,https://ciec.kwansei.ac.jp/upload/f29e293c2f71e3d053978813892adb34c5f13215.pdf,是,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R, IELTs",否,无,,2025/08/22,2025/11/17,2025/08/29,2025/11/25,,书类选考,无,,,,2025/11/14,2026/01/23,2025/11/14,2026/01/23,2025/11/28,2026/01/30,否,否,可以，有限制条件,新领域_学部教务,関西学院大学,2025/09/19 20:25,,新领域_学部教务,false
関西学院大学工学科知能・機械工学課程,,,,1,1,https://ciec.kwansei.ac.jp/page/examination-department.html?_ga=2.166281534.1605252297.1649808092-338828537.1647739860&_gl=1*3aiowk*_gcl_au*NzE1MDg0Mzg3LjE3MTQ2NTA2MDI.*_ga*MTM3MDUyMTc0LjE3MTQ2NTA2MDI.*_ga_6RKBB1G5Y1*MTcxNDY1MDYwMi4xLjEuMTcxNDY1MDY4Ny40OC4wLjA.,https://ciec.kwansei.ac.jp/upload/f29e293c2f71e3d053978813892adb34c5f13215.pdf,是,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R, IELTs",否,无,,2025/08/22,2025/11/17,2025/08/29,2025/11/25,,书类选考,无,,,,2025/11/14,2026/01/23,2025/11/14,2026/01/23,2025/11/28,2026/01/30,否,否,可以，有限制条件,新领域_学部教务,関西学院大学,2025/09/19 20:25,,新领域_学部教务,false
