学校名称/学部/学科,报考频度,国立・公立,地区归属,是否更新到最新,募集要项下载完毕,募集要项链接（募集要项一览界面的链接）,具体学部PDF,是否招收留学生,是否需要学信网（CSSD）学历验证报告,EJU必要科目,是否需要英语成绩,英语成绩类型,是否必须JLPT成绩,是否有校内考,募集要项发放月份（多期多选）,出愿开始日期,2期出愿开始日期,出愿结束日期,2期出愿结束日期,出愿材料邮寄要求,第一次选考/书类选考,第二次选考/校内考/面试 内容,校内考日期/时间,面试日期/时间,2期面试时间,合格通知日期,2期合格通知时间,入学手续开始时间,2期入学手续开始时间,入学手续截止时间,2期入学手续截止时间,是否必须住民票,是否必须推荐信,有日本初高中经验是否可以申报（有条件需具体填写）,填写人,归属大学,更新时间,审核人,最近修改
北海道大学獣医学部,常报校,国立,北海道,1,,https://www.hokudai.ac.jp/admission/faculty/intl-private/,https://www.hokudai.ac.jp/admission/shihi_admissionR08.pdf,是,,生物必须，其他科目2选1,是,"TOEFL iBT, TOEIC L&R, IELTs",否,"口头试问, 综合问题, 面试",,2025/09/16,,2025/09/25,,簡易書留・速達・必着,2025/10/28,,2025/11/16,2025/11/16,,2025/12/09,,2025/12/09,,2025/12/15,,否,是,不可,新领域_学部教务,北海道大学,2025/09/03 14:43,,新领域_学部教务
北海道大学水産学部,常报校,国立,北海道,1,,https://www.hokudai.ac.jp/admission/faculty/intl-private/,https://www.hokudai.ac.jp/admission/shihi_admissionR08.pdf,是,,"理科3选2, 日语, 数学コース２, 数学コース１",是,"TOEFL iBT, TOEIC L&R, IELTs",否,"口头试问, 综合问题, 面试",,2025/09/16,,2025/09/25,,簡易書留・速達・必着,2025/10/28,,2025/11/16,2025/11/16,,2025/12/09,,2025/12/09,,2025/12/15,,否,否,不可,新领域_学部教务,北海道大学,2025/09/03 14:43,,新领域_学部教务
お茶の水女子大学理学部,,,,1,1,https://www.ao.ocha.ac.jp/application/faculty/index.html,https://www.ao.ocha.ac.jp/application/faculty/body/application_faculty_d/fil/R8shihiryuu.pdf,是,,,否,TOEFL iBT,否,"数学 笔试, 物理 笔试, 化学 笔试, 生物 笔试, 英语 笔试",,2025/12/09,,2025/12/11,,簡易書留・速達・必着,,,2026/02/25,2026/02/26,,2026/03/09,,2026/03/10,,2026/03/15,,是,否,不可,新领域_学部教务,お茶の水女子大学,2025/10/01 12:57,,新领域_学部教务
お茶の水女子大学理学部数学科,,,,1,,https://www.ao.ocha.ac.jp/application/faculty/index.html,https://www.ao.ocha.ac.jp/application/faculty/body/application_faculty_d/fil/R8shihiryuu.pdf,是,,"日语, 理科3选2, 数学コース２",否,TOEFL iBT,否,"数学 笔试, 英语 笔试",,2025/12/09,,2025/12/11,,簡易書留・速達・必着,,,2026/02/25,2026/02/26,,2026/03/09,,2026/03/10,,2026/03/15,,是,否,不可,新领域_学部教务,お茶の水女子大学,2025/10/01 12:57,,新领域_学部教务
お茶の水女子大学理学部物理学科,,,,1,,https://www.ao.ocha.ac.jp/application/faculty/index.html,https://www.ao.ocha.ac.jp/application/faculty/body/application_faculty_d/fil/R8shihiryuu.pdf,是,,"日语, 物理必须，其他科目2选1, 数学コース２",是,TOEFL iBT,否,无,,2025/12/09,,2025/12/11,,簡易書留・速達・必着,,,2026/02/25,2026/02/26,,2026/03/09,,2026/03/10,,2026/03/15,,是,否,不可,新领域_学部教务,お茶の水女子大学,2025/10/01 12:57,,新领域_学部教务
お茶の水女子大学理学部化学科,,,,1,,https://www.ao.ocha.ac.jp/application/faculty/index.html,https://www.ao.ocha.ac.jp/application/faculty/body/application_faculty_d/fil/R8shihiryuu.pdf,是,,"日语, 化学必须，其他科目2选1, 数学コース２",否,TOEFL iBT,否,"数学 笔试, 化学 笔试, 英语 笔试",,2025/12/09,,2025/12/11,,簡易書留・速達・必着,,,2026/02/25,2026/02/26,,2026/03/09,,2026/03/10,,2026/03/15,,是,否,不可,新领域_学部教务,お茶の水女子大学,2025/10/01 12:57,,新领域_学部教务
お茶の水女子大学理学部生物学科,,,,1,,https://www.ao.ocha.ac.jp/application/faculty/index.html,https://www.ao.ocha.ac.jp/application/faculty/body/application_faculty_d/fil/R8shihiryuu.pdf,是,,"日语, 生物必须，其他科目2选1, 数学コース２",否,TOEFL iBT,否,"数学 笔试, 生物 笔试, 英语 笔试",,2025/12/09,,2025/12/11,,簡易書留・速達・必着,,,2026/02/25,2026/02/26,,2026/03/09,,2026/03/10,,2026/03/15,,是,否,不可,新领域_学部教务,お茶の水女子大学,2025/10/01 12:57,,新领域_学部教务
お茶の水女子大学理学部情報科学科,,,,1,,https://www.ao.ocha.ac.jp/application/faculty/index.html,https://www.ao.ocha.ac.jp/application/faculty/body/application_faculty_d/fil/R8shihiryuu.pdf,是,,"日语, 理科3选2, 数学コース２",否,TOEFL iBT,否,"数学 笔试, 物理 笔试, 化学 笔试, 生物 笔试, 英语 笔试",,2025/12/09,,2025/12/11,,簡易書留・速達・必着,,,2026/02/25,2026/02/26,,2026/03/09,,2026/03/10,,2026/03/15,,是,否,不可,新领域_学部教务,お茶の水女子大学,2025/10/01 12:57,,新领域_学部教务
お茶の水女子大学生活科学部,,,,1,,https://www.ao.ocha.ac.jp/application/faculty/index.html,https://www.ao.ocha.ac.jp/application/faculty/body/application_faculty_d/fil/R8shihiryuu.pdf,是,,,否,TOEFL iBT,否,"数学 笔试, 物理 笔试, 化学 笔试, 生物 笔试, 英语 笔试",,2025/12/09,,2025/12/11,,簡易書留・速達・必着,,,2026/02/25,2026/02/26,,2026/03/09,,2026/03/10,,2026/03/15,,是,否,不可,新领域_学部教务,お茶の水女子大学,2025/10/01 12:57,,新领域_学部教务
お茶の水女子大学生活科学部食物栄養学科,,,,1,,https://www.ao.ocha.ac.jp/application/faculty/index.html,https://www.ao.ocha.ac.jp/application/faculty/body/application_faculty_d/fil/R8shihiryuu.pdf,是,,"日语, 理科3选2, 数学コース２",是,TOEFL iBT,否,"数学 笔试, 物理 笔试, 化学 笔试, 生物 笔试, 英语 笔试",,2025/12/09,,2025/12/11,,簡易書留・速達・必着,,,2026/02/25,2026/02/26,,2026/03/09,,2026/03/10,,2026/03/15,,是,否,不可,新领域_学部教务,お茶の水女子大学,2025/10/01 12:57,,新领域_学部教务
お茶の水女子大学共創工学部,,,,1,,https://www.ao.ocha.ac.jp/application/faculty/index.html,https://www.ao.ocha.ac.jp/application/faculty/body/application_faculty_d/fil/R8shihiryuu.pdf,是,,,否,TOEFL iBT,否,"数学 笔试, 物理 笔试, 化学 笔试, 生物 笔试, 英语 笔试",,2025/12/09,,2025/12/11,,簡易書留・速達・必着,,,2026/02/25,2026/02/26,,2026/03/09,,2026/03/10,,2026/03/15,,是,否,不可,新领域_学部教务,お茶の水女子大学,2025/10/01 12:57,,新领域_学部教务
お茶の水女子大学共創工学部人間環境工学科,,,,1,,https://www.ao.ocha.ac.jp/application/faculty/index.html,https://www.ao.ocha.ac.jp/application/faculty/body/application_faculty_d/fil/R8shihiryuu.pdf,是,,"日语, 理科3选2, 数学コース２",否,TOEFL iBT,否,"数学 笔试, 物理 笔试, 化学 笔试, 生物 笔试, 英语 笔试",,2025/12/09,,2025/12/11,,簡易書留・速達・必着,,,2026/02/25,2026/02/26,,2026/03/09,,2026/03/10,,2026/03/15,,是,否,不可,新领域_学部教务,お茶の水女子大学,2025/10/01 12:57,,新领域_学部教务
横浜国立大学理工学部,,,,1,1,https://www.ynu.ac.jp/exam/faculty/essential/index.html,https://www.ynu.ac.jp/exam/faculty/essential/pdf/2026_rikou_YGEPN1_tonichi.pdf,是,,,是,"TOEFL iBT, TOEIC L&R, IELTs",否,"数学 笔试, 面试",11月,2025/01/20,,2025/01/24,,簡易書留・速達・必着,,,2025/02/25,2025/02/26,,2025/03/07,,2025/03/08,,2025/03/14,,否,否,不可,新领域_学部教务,横浜国立大学,2026/04/25 16:35,,新领域_学部教务
横浜国立大学理工学部機械・材料・海洋系学科,,,,1,,https://www.ynu.ac.jp/exam/faculty/essential/index.html,https://www.ynu.ac.jp/exam/faculty/essential/pdf/2026_toshi_ygep_tonichi.pdf,是,,"日语, 物理, 化学, 数学コース２",是,"TOEFL iBT, TOEIC L&R, IELTs",否,"数学 笔试, 面试",11月,2025/01/20,,2025/01/24,,簡易書留・速達・必着,,,2025/02/25,2025/02/26,,2025/03/07,,2025/03/08,,2025/03/14,,否,否,不可,聂乔阳,横浜国立大学,2025/10/11 15:09,,聂乔阳
横浜国立大学理工学部化学・生命系学科,,,,1,,https://www.ynu.ac.jp/exam/faculty/essential/index.html,https://www.ynu.ac.jp/exam/faculty/essential/pdf/2026_toshi_ygep_tonichi.pdf,是,,"日语, 化学必须，其他科目2选1, 数学コース２",是,"TOEFL iBT, TOEIC L&R, IELTs",否,"数学 笔试, 面试",11月,2025/01/20,,2025/01/24,,簡易書留・速達・必着,,,2025/02/25,2025/02/26,,2025/03/07,,2025/03/08,,2025/03/14,,否,否,不可,聂乔阳,横浜国立大学,2025/10/11 15:09,,聂乔阳
横浜国立大学理工学部数物・電子情報系学科,,,,1,,https://www.ynu.ac.jp/exam/faculty/essential/index.html,https://www.ynu.ac.jp/exam/faculty/essential/pdf/2026_toshi_ygep_tonichi.pdf,是,,"日语, 物理, 化学, 数学コース２",是,"TOEFL iBT, TOEIC L&R, IELTs",否,"数学 笔试, 面试",11月,2025/01/20,,2025/01/24,,簡易書留・速達・必着,,,2025/02/25,2025/02/26,,2025/03/07,,2025/03/08,,2025/03/14,,否,否,不可,聂乔阳,横浜国立大学,2025/10/11 15:09,,聂乔阳
横浜国立大学都市科学部建築学科 ,,,,1,,https://www.ynu.ac.jp/exam/faculty/essential/index.html,https://www.ynu.ac.jp/exam/faculty/essential/pdf/2026_toshi_ygep_tonichi.pdf,是,,"日语, 物理必须，其他科目2选1, 数学コース２",是,"TOEFL iBT, TOEIC L&R, IELTs",否,"数学 笔试, 面试",,2025/10/30,,2025/11/05,,簡易書留・速達・必着,,,2025/12/20,2025/12/20,,2026/01/14,,2026/01/15,,2026/02/04,,否,否,不可,聂乔阳,横浜国立大学,2025/11/01 10:25,,聂乔阳
横浜国立大学都市科学部都市基盤学科 ,,,,1,,https://www.ynu.ac.jp/exam/faculty/essential/index.html,https://www.ynu.ac.jp/exam/faculty/essential/pdf/2026_toshi_ygep_tonichi.pdf,是,,"日语, 物理必须，其他科目2选1, 数学コース２",是,"TOEFL iBT, TOEIC L&R, IELTs",否,"数学 笔试, 面试",,2025/10/30,,2025/11/05,,簡易書留・速達・必着,,,2025/12/20,2025/12/20,,2026/01/14,,2026/01/15,,2026/02/04,,否,否,不可,聂乔阳,横浜国立大学,2025/11/01 10:25,,聂乔阳
横浜国立大学都市科学部環境リスク共生学科,,,,1,,https://www.ynu.ac.jp/exam/faculty/essential/index.html,https://www.ynu.ac.jp/exam/faculty/essential/pdf/2026_toshi_ygep_tonichi.pdf,是,,"日语, 理科3选2, 数学コース２",是,"TOEFL iBT, TOEIC L&R, IELTs",否,"数学 笔试, 面试",,2025/10/30,,2025/11/05,,簡易書留・速達・必着,,,2025/12/20,2025/12/20,,2026/01/14,,2026/01/15,,2026/02/04,,否,否,不可,聂乔阳,横浜国立大学,2025/11/01 10:25,,聂乔阳
横浜国立大学都市科学部,,,,1,1,https://www.ynu.ac.jp/exam/faculty/essential/index.html,https://www.ynu.ac.jp/exam/faculty/essential/pdf/2026_toshi_ygep_tonichi.pdf,是,,,是,"TOEFL iBT, TOEIC L&R, IELTs",否,"数学 笔试, 面试",,2025/10/30,,2025/11/05,,簡易書留・速達・必着,,,2025/12/20,2025/12/20,,2026/01/14,,2026/01/15,,2026/02/04,,否,否,不可,聂乔阳,横浜国立大学,2025/11/01 10:24,,聂乔阳
横浜市立大学理学部,,,,1,1,https://www.yokohama-cu.ac.jp/admissions/admissions/special_selection/international_students/index.html,https://www.yokohama-cu.ac.jp/admissions/admissions/special_selection/international_students/j8907d0000000mn8-att/ryugakusei.pdf,是,,"日语, 理科3选2, 数学コース２",是,"TOEFL iBT, 61分以上, TOEIC L&R, 600以上",否,"小论文, 面试",,2025/09/04,2026/01/26,2025/09/08,2026/01/28,簡易書留・速達・必着,,,2025/10/04,2025/10/04,2026/02/25,2025/11/04,2026/03/10,,,2025/12/19,2026/03/15,否,否,可以，有限制条件,新领域_学部教务,横浜市立大学,2025/09/17 15:10,,新领域_学部教务
横浜市立大学データサイエンス学部,,,,1,,https://www.yokohama-cu.ac.jp/admissions/admissions/special_selection/international_students/index.html,https://www.yokohama-cu.ac.jp/admissions/admissions/special_selection/international_students/j8907d0000000mn8-att/ryugakusei.pdf,是,,"日语, 理科3选2, 数学コース２",是,"TOEFL iBT, 61分以上, TOEIC L&R, 600以上",否,"面试, 综合问题",,2025/09/04,,2025/09/08,,簡易書留・速達・必着,,,2025/10/04,2025/10/04,,2025/11/04,,2024/12/20,,,,否,否,可以，有限制条件,新领域_学部教务,横浜市立大学,2025/09/03 14:50,,新领域_学部教务
金沢大学医薬保健学域,,,,1,,https://www.kanazawa-u.ac.jp/admission/boshuyoko,https://www.kanazawa-u.ac.jp/wp/wp-content/uploads/2025/09/R8tokubetsu_boshuyoko_shihi_20250930.pdf,是,,,是,TOEFL iBT,否,"数学 笔试, 英语 笔试, 物理 笔试, 化学 笔试, 生物 笔试, 口头试问",,2025/11/01,,2025/11/08,,,,,2026/02/25,2026/02/25,,2026/03/09,,2026/03/09,,2026/03/15,,,,,新领域_学部教务,金沢大学,2025/10/01 13:46,,新领域_学部教务
金沢大学医薬保健学域医学類,,,,1,,https://www.kanazawa-u.ac.jp/admission/boshuyoko,https://www.kanazawa-u.ac.jp/wp/wp-content/uploads/2025/09/R8tokubetsu_boshuyoko_shihi_20250930.pdf,是,,"日语, 理科3选2, 数学コース２",是,TOEFL iBT,否,"数学 笔试, 口头试问, 物理 笔试, 化学 笔试",,2025/11/01,,2025/11/08,,簡易書留・速達・必着,,,2026/02/25,2026/02/25,,2026/03/09,,2026/03/09,,2026/03/15,,否,否,不可,新领域_学部教务,金沢大学,2025/10/01 13:46,,新领域_学部教务
金沢大学医薬保健学域薬学類,,,,1,,https://www.kanazawa-u.ac.jp/admission/boshuyoko,https://www.kanazawa-u.ac.jp/wp/wp-content/uploads/2025/09/R8tokubetsu_boshuyoko_shihi_20250930.pdf,是,,"日语, 物理, 化学, 数学コース２",是,TOEFL iBT,否,"英语 笔试, 数学 笔试, 物理 笔试, 化学 笔试, 口头试问",,2025/11/01,,2025/11/08,,簡易書留・速達・必着,,,2026/02/25,2026/02/25,,2026/03/09,,2026/03/09,,2026/03/15,,否,否,不可,新领域_学部教务,金沢大学,2025/10/01 13:46,,新领域_学部教务
金沢大学医薬保健学域医薬科学類,,,,1,,https://www.kanazawa-u.ac.jp/admission/boshuyoko,https://www.kanazawa-u.ac.jp/wp/wp-content/uploads/2025/09/R8tokubetsu_boshuyoko_shihi_20250930.pdf,是,,"日语, 物理, 化学, 数学コース２",是,TOEFL iBT,否,"英语 笔试, 数学 笔试, 物理 笔试, 化学 笔试, 生物 笔试, 口头试问",,2025/11/01,,2025/11/08,,簡易書留・速達・必着,,,2026/02/25,2026/02/25,,2026/03/09,,2026/03/09,,2026/03/15,,否,否,不可,新领域_学部教务,金沢大学,2025/10/01 13:46,,新领域_学部教务
金沢大学医薬保健学域保健学類,,,,1,,https://www.kanazawa-u.ac.jp/admission/boshuyoko,https://www.kanazawa-u.ac.jp/wp/wp-content/uploads/2025/09/R8tokubetsu_boshuyoko_shihi_20250930.pdf,是,,"理科3选2, 数学コース２, 日语",是,TOEFL iBT,否,"数学 笔试, 英语 笔试, 物理 笔试, 化学 笔试, 生物 笔试, 口头试问",,2025/11/01,,2025/11/08,,簡易書留・速達・必着,,,2026/02/25,2026/02/25,,2026/03/09,,2026/03/09,,2026/03/15,,否,否,不可,新领域_学部教务,金沢大学,2025/10/01 13:46,,新领域_学部教务
九州大学共創学部,,,,1,,https://www.kyushu-u.ac.jp/ja/admission/faculty/selection,https://www.kyushu-u.ac.jp/f/63057/R8_shihi_inst.pdf,是,,"日语, 理科3选2, 数学コース２",是,TOEFL iBT,否,面试,,2025/11/04,,2025/11/14,,簡易書留・速達・必着,,,2026/02/26,2026/02/27,,2026/03/03,,2026/03/03,,2026/03/15,,否,否,不可,新领域_学部教务,九州大学,2025/10/01 12:52,,新领域_学部教务
九州大学芸術工学部,,,,1,,https://www.kyushu-u.ac.jp/ja/admission/faculty/selection,https://www.kyushu-u.ac.jp/f/63057/R8_shihi_inst.pdf,是,,,是,TOEFL iBT,否,面试,,2025/11/04,,2025/11/14,,簡易書留・速達・必着,,,,2026/02/27,,2026/03/03,,2026/03/03,,2026/03/15,,否,否,不可,新领域_学部教务,九州大学,2025/10/01 12:52,,新领域_学部教务
九州大学芸術工学部芸術工学科,,,,1,,https://www.kyushu-u.ac.jp/ja/admission/faculty/selection,https://www.kyushu-u.ac.jp/f/63057/R8_shihi_inst.pdf,是,,,是,TOEFL iBT,否,面试,,2025/11/04,,2025/11/14,,簡易書留・速達・必着,,,,2026/02/27,,2026/03/03,,2026/03/03,,2026/03/15,,否,否,不可,新领域_学部教务,九州大学,2025/10/01 12:52,,新领域_学部教务
九州大学芸術工学部芸術工学科未来構想デザインコース,,,,1,,https://www.kyushu-u.ac.jp/ja/admission/faculty/selection,https://www.kyushu-u.ac.jp/f/63057/R8_shihi_inst.pdf,是,,"日语, 理科3选2, 数学コース２",是,TOEFL iBT,否,面试,,2025/11/04,,2025/11/14,,簡易書留・速達・必着,,,,2026/02/27,,2026/03/03,,2026/03/03,,2026/03/15,,否,否,不可,新领域_学部教务,九州大学,2025/10/01 12:52,,新领域_学部教务
九州大学芸術工学部芸術工学科未来構想デザインコース以外,,,,1,,https://www.kyushu-u.ac.jp/ja/admission/faculty/selection,https://www.kyushu-u.ac.jp/f/63057/R8_shihi_inst.pdf,是,,"日语, 物理必须，其他科目2选1, 数学コース２",是,TOEFL iBT,否,面试,,2025/11/04,,2025/11/14,,簡易書留・速達・必着,,,,2026/02/27,,2026/03/03,,2026/03/03,,2026/03/15,,否,否,不可,新领域_学部教务,九州大学,2025/10/01 12:52,,新领域_学部教务
九州大学农学部,,,,1,,https://www.kyushu-u.ac.jp/ja/admission/faculty/selection,https://www.kyushu-u.ac.jp/f/63057/R8_shihi_inst.pdf,是,,,是,TOEFL iBT,否,面试,,,,,,,,,2025/02/26,2026/02/27,,2026/03/03,,2026/03/03,,2026/03/15,,否,否,不可,新领域_学部教务,九州大学,2025/10/01 12:52,,新领域_学部教务
室蘭工業大学理工学部,,,,1,1,https://muroran-it.ac.jp/entrance/admission/exam/uee/,https://muroran-it.ac.jp/uploads/sites/6/2025/10/2026shihiyoukou.pdf,是,,,是,"TOEFL iBT, 32以上",否,无,,2026/01/06,,2026/01/13,,簡易書留・速達・必着,书类选考,,,,,2025/01/24,,2025/01/27,,2025/02/04,,否,是,不可,新领域_学部教务,室蘭工業大学,2025/10/09 13:09,,新领域_学部教务
北見工業大学地球環境工学科,,,,1,1,https://www.kitami-it.ac.jp/info/faculty/bosyuyoko/,https://www.kitami-it.ac.jp/wp-content/uploads/2025/08/R08shihigaikokujin.pdf,是,,"日语, 数学コース２, 物理, 化学",否,,否,无,,2026/01/19,,2026/01/26,,"簡易書留・速達・必着, 支持去学校线下提交",,,,,,2026/02/13,,2026/02/13,,2026/03/15,,否,是,不可,新领域_学部教务,北見工業大学,2025/10/09 13:06,,新领域_学部教务
北見工業大学地域未来デザイン工学科,,,,1,1,https://www.kitami-it.ac.jp/info/faculty/bosyuyoko/,https://www.kitami-it.ac.jp/wp-content/uploads/2025/08/R08shihigaikokujin.pdf,是,,"日语, 数学コース２, 物理, 化学",否,,否,无,,2026/01/19,,2026/01/26,,"簡易書留・速達・必着, 支持去学校线下提交",,,,,,2026/02/13,,2026/02/13,,2026/03/15,,否,是,不可,新领域_学部教务,北見工業大学,2025/10/09 13:06,,新领域_学部教务
文系のみ,,,,1,,https://www.u-gakugei.ac.jp/nyushi/gakubu/guidebook.html,https://www.u-gakugei.ac.jp/nyushi/upload/2025_tgu_kikokushihi_appguide.pdf,是,,,,,,,,,,,,,,,,,,,,,,,,,,,李迪,東京学芸大学,2025/06/02 18:09,,李迪
島根大学人間科学部,,,,1,1,https://www.shimane-u.ac.jp/nyushi/information/application/,https://www.shimane-u.ac.jp/_files/00388214/20250625_00.pdf,是,,"日语, 数学コース1または数学コース2, 理科3选2",否,TOEFL iBT,否,无,,2025/08/25,,2025/09/03,,簡易書留・速達・必着,书类选考,,,,,2025/10/01,,2025/10/24,,2025/10/30,,否,否,不可,新领域_学部教务,島根大学,2025/09/17 15:12,,新领域_学部教务
